Phase,Code,Province,District,Constituency,Contestant,Gender,Party,Alliance,Votes,Won
2,S2SAP3,2,Saptari,3,Taj Mohammad Mansuri,Male,Naya Shakti Party,,693,
2,S2SAP3,2,Saptari,3,Binod Kumar Yadav,Male,Lok Kalyankari Janata Party,,66,
2,S2SAP3,2,Saptari,3,Kailu Ram (Mochi),Male,Unified RPP (Nationalist),,453,
2,S2SAP3,2,Saptari,3,Lal Mohand Rain,Male,Deshbhakta Loktantrik Party,,177,
2,S2SAP3,2,Saptari,3,Dipu Kumar Yadav,Male,Nepal Majdur Kishan Party,,79,
2,S2SAP3,2,Saptari,3,Tarakanta Chaudhary,Male,CPN-UML,Left Alliance,11188,
2,S2SAP3,2,Saptari,3,Chandrakanta  Chaudhary,Male,RJP-N,,22584,1
2,S2SAP4,2,Saptari,4,Ramjiwan Prasad Sah,Male,Sanghiya Loktantrik Rastriya Manch,,115,
2,S2SAP4,2,Saptari,4,Kapil Dev Yadav,Male,Lok Kalyankari Janata Party,,117,
2,S2SAP4,2,Saptari,4,Karma Chanda Chaudhary Tharu,Male,Independent,,65,
2,S2SAP4,2,Saptari,4,Rambabu Rajak,Male,Nepali Janata Dal,,769,
2,S2SAP4,2,Saptari,4,Jay Kumar Sah,Male,Nepal Sanghiya Samajwadi Party,,335,
2,S2SAP4,2,Saptari,4,Mo. Islam,Male,CPN-UML,Left Alliance,14305,
2,S2SAP4,2,Saptari,4,Shiva Darshan Paswan,Male,Naya Shakti Party,,334,
2,S2SAP4,2,Saptari,4,Santosh Prasad Singh,Male,Independent,,62,
2,S2SAP4,2,Saptari,4,Teju Lal Chaudhary,Male,Nepali Congress,Democratic Alliance,24113,1
2,S2SAP4,2,Saptari,4,Surya Narayan Chaudhary (Tharu),Male,Deshbhakta Loktantrik Party,,368,
2,S2SAP4,2,Saptari,4,Mirgendra Kumar Singh Yadav,Male,RJP-N,,14886,
2,S2SAP4,2,Saptari,4,Makun Chaudhary,Male,CPN-Marxist,,104,
2,S2SAP4,2,Saptari,4,Rajesh Kumar Yadav,Male,Independent,,9,
2,S2SIR1,2,Siraha,1,Jyoti Kumar Rai Danuwar,Male,Naya Shakti Party,,183,
2,S2SIR1,2,Siraha,1,Sanjiv Kumar Thakur,Male,Independent,,34,
2,S2SIR1,2,Siraha,1,Indra Prasad Yadav,Male,Unified RPP (Nationalist),,44,
2,S2SIR1,2,Siraha,1,Islam Ali,Male,Independent,,40,
2,S2SIR1,2,Siraha,1,Ganga Prasad Yadav,Male,CPN-UML,Left Alliance,21371,
2,S2SIR1,2,Siraha,1,Ajay Kumar Yadav,Male,Independent,,42,
2,S2SIR1,2,Siraha,1,Nirmala Devi Mahato,Female,Nepal Sanghiya Samajwadi Party,,42,
2,S2SIR1,2,Siraha,1,Dhurva Prasad Sah Sonar,Male,Independent,,79,
2,S2SIR1,2,Siraha,1,Dev Narayan Ram,Male,Bahujan Shakti Party,,567,
2,S2SIR1,2,Siraha,1,Baleshwar Sah,Male,Independent,,30,
2,S2SIR1,2,Siraha,1,Surendra Prasad Sah,Male,Deshbhakta Janaganatantrik Morcha,,314,
2,S2SIR1,2,Siraha,1,Hari Narayan Mahato,Male,Nepal Majdur Kishan Party,,97,
2,S2SIR1,2,Siraha,1,Pradip Giri,Male,Nepali Congress,Democratic Alliance,23951,1
2,S2SIR1,2,Siraha,1,Raj Lal Yadav,Male,Sanghiya Samajwadi Forum,,13351,
2,S2SIR2,2,Siraha,2,Durga Prasad Lamsal,Male,CPN-ML,,1777,
2,S2SIR2,2,Siraha,2,Jitendra Kumar Singh,Male,Deshbhakta Janaganatantrik Morcha,,710,
2,S2SIR2,2,Siraha,2,Rajkumar Paswan,Male,Nepal Majdur Kishan Party,,90,
2,S2SIR2,2,Siraha,2,Suresh Chandra Das,Male,Maoist Centre,Left Alliance,20148,1
2,S2SIR2,2,Siraha,2,Ramchandra Pal,Male,Sanghiya Loktantrik Rastriya Manch,,65,
2,S2SIR2,2,Siraha,2,Ram Autar Pasman,Male,Independent,,31,
2,S2SIR2,2,Siraha,2,Shubha Lal Lama,Male,Independent,,12,
2,S2SIR2,2,Siraha,2,Ram Bahadur Yadav,Male,Naya Shakti Party,,186,
2,S2SIR2,2,Siraha,2,Satrughan Prasad Singh,Male,Sanghiya Samajwadi Forum,,17260,
2,S2SIR2,2,Siraha,2,Raj Kumari Devi Rae,Male,Nepal Janata Party,,506,
2,S2SIR2,2,Siraha,2,Ramchandra Yadav,Male,Nepali Congress,Democratic Alliance,15597,
2,S2SIR2,2,Siraha,2,Mahesh Kumar Adhikari,Male,Independent,,33,
2,S2SIR2,2,Siraha,2,Pandav Kumar Mandal,Male,Independent,,21,
2,S2SIR2,2,Siraha,2,Adhik Lal Yadav,Male,Independent,,70,
2,S2SIR2,2,Siraha,2,Devchandra Mishra,Male,Unified RPP (Nationalist),,167,
2,S2SIR2,2,Siraha,2,Maheswar Yadav,Male,Independent,,94,
2,S2SIR3,2,Siraha,3,Dev Narayan Mahato,Male,Independent,,40,
2,S2SIR3,2,Siraha,3,Devi Lal Sada Musahar,Male,Unified RPP (Nationalist),,228,
2,S2SIR3,2,Siraha,3,Rita Devi ,Female,Sanghiya Samajwadi Forum,,103,
2,S2SIR3,2,Siraha,3,Kamal Rae,Male,"Dalit, Muslim Janashakti Party",,142,
2,S2SIR3,2,Siraha,3,Ram Lochan Yadav,Male,Nepal Janata Party ,,329,
2,S2SIR3,2,Siraha,3,Bikram Kumar Sah,Male,Lok Kalyankari Janata Party,,37,
2,S2SIR3,2,Siraha,3,Kari Ram Yadav,Male,Independent,,54,
2,S2SIR3,2,Siraha,3,Ram Saugarath Pasman,Male,CPN-ML,,821,
2,S2SIR3,2,Siraha,3,Dinesh Kumar Shrestha,Male,Independent,,23,
2,S2SIR3,2,Siraha,3,Lila Nath Shrestha,Male,CPN-UML,Left Alliance,23272,1
2,S2SIR3,2,Siraha,3,Amar Regmi,Male,Nepali Congress,Democratic Alliance,11778,
2,S2SIR3,2,Siraha,3,Aseshwar Yadav,Male,Sanghiya Samajwadi Forum,,21220,
2,S2SIR3,2,Siraha,3,Gugli Prasad Yadav,Male,Independent,,85,
2,S2SIR4,2,Siraha,4,Ajay Shanker Nayak,Male,Maoist Centre,Left Alliance,17575,
2,S2SIR4,2,Siraha,4,Ram Bahadur Yadav,Male,Nepal Janata Party,,115,
2,S2SIR4,2,Siraha,4,Pratap Biswhakarma,Male,Independent,,12,
2,S2SIR4,2,Siraha,4,Ram Narayan Sah Sudi,Male,Independent,,13,
2,S2SIR4,2,Siraha,4,Ramdev Karak Sudi,Male,Deshbhakta Janaganatantrik Morcha,,86,
2,S2SIR4,2,Siraha,4,Chandreshwar Paswan,Male,Naya Shakti Party,,283,
2,S2SIR4,2,Siraha,4,Ram Prakash Chamar,Male,Independent,,36,
2,S2SIR4,2,Siraha,4,Jiwan Sah Teli,Male,Nepal Sanghiya Samajwadi Party,,146,
2,S2SIR4,2,Siraha,4,Ram Akawal Yadav,Male,CPN-ML,,2219,
2,S2SIR4,2,Siraha,4,Ganga Prasad Mahara,Male,Bahujan Samaj Party,,394,
2,S2SIR4,2,Siraha,4,Rambabu Yadav,Male,Unified RPP (Nationalist),,115,
2,S2SIR4,2,Siraha,4,Mo. Alihussain Rain,Male,Independent,,8,
2,S2SIR4,2,Siraha,4,Mo. Tahir Rain,Male,Independent,,11,
2,S2SIR4,2,Siraha,4,Raj Kishor Yadav,Male,RJP-N,,21144,1
2,S2SIR4,2,Siraha,4,Laxman Yadav,Male,Independent,,15,
2,S2SIR4,2,Siraha,4,Mokhtar Ahmed ,Male,Nepali Congress,Democratic Alliance,10088,
2,S2SIR4,2,Siraha,4,Fuldev Thakur Hajam,Male,Independent,,55,
2,S3SIND1,3,Sindhuli,1,Tika Singh Tamang,Male,Sanghiya Samajwadi Forum,,236,
2,S3SIND1,3,Sindhuli,1,Chhatra Bahadur Thapa,Male,CPN-ML,,888,
2,S3SIND1,3,Sindhuli,1,Premchandra Dahal,Male,Nepali Congress,Democratic Alliance,22389,
2,S3SIND1,3,Sindhuli,1,Lokendra Bahadur Karki,Male,Deshbhakta Janaganatantrik Morcha,,343,
2,S3SIND1,3,Sindhuli,1,Ganesh Kumar Pahadi,Male,CPN-UML,Left Alliance,32529,1
2,S3SIND1,3,Sindhuli,1,Chul Bahadur Pulami,Male,Naya Shakti Party,,648,
2,S3SIND1,3,Sindhuli,1,Yogindra Prasad Parajuli,Male,CPN-Marxist,,128,
2,S3SIND2,3,Sindhuli,2,Sirdi K Shrestha (Bhakta Lal Shrestha),Male,CPN-ML,,1272,
2,S3SIND2,3,Sindhuli,2,Man Bahadur Lo,Male,Rastriya Janamorcha,,121,
2,S3SIND2,3,Sindhuli,2,Saragam Giri,Male,Rastriya Mukti Aandolan,,382,
2,S3SIND2,3,Sindhuli,2,Karna Bahadur Kami,Male,Rastriya Janamukti Party,,160,
2,S3SIND2,3,Sindhuli,2,Narendra Jung Thapa,Male,Nepali Congress,Democratic Alliance,18127,
2,S3SIND2,3,Sindhuli,2,Min Bahadur Ale,Male,Sanghiya Samajwadi Forum,,371,
2,S3SIND2,3,Sindhuli,2,Hari Bahadur Shrestha,Male,Naya Shakti Party,,455,
2,S3SIND2,3,Sindhuli,2,Parshuram Pyakurel,Male,CPN-Marxist,,86,
2,S3SIND2,3,Sindhuli,2,Thal Prasad Devkota,Male,Deshbhakta Janaganatantrik Morcha,,104,
2,S3SIND2,3,Sindhuli,2,Haribol Prasad Gajurel,Male,Maoist Centre,Left Alliance,30179,1
2,S2DHA1,2,Dhanusha,1,Gobardhan Das Tatma,Male,"Dalit, Muslim Janashakti Party",,205,
2,S2DHA1,2,Dhanusha,1,Matrika Prasad Yadav,Male,Maoist Centre,Left Alliance,26418,1
2,S2DHA1,2,Dhanusha,1,Surya Narayan Yadav,Male,Independent,,112,
2,S2DHA1,2,Dhanusha,1,Ram Nath Yadav,Male,Independent,,95,
2,S2DHA1,2,Dhanusha,1,Mek Bahadur Balampaki,Male,Rastriya Janamukti Party,,212,
2,S2DHA1,2,Dhanusha,1,Dev Narayan Yadav,Male,Naya Shakti Party,,235,
2,S2DHA1,2,Dhanusha,1,Surya Narayan Yadav,Male,Independent,,73,
2,S2DHA1,2,Dhanusha,1,Laxman Yadav,Male,Independent,,21,
2,S2DHA1,2,Dhanusha,1,Dipak Karki,Male,Sanghiya Samajwadi Forum,,17296,
2,S2DHA1,2,Dhanusha,1,Sinod Mandal,Male,Independent,,66,
2,S2DHA1,2,Dhanusha,1,Ramdev Yadav,Male,Independent,,62,
2,S2DHA1,2,Dhanusha,1,Manoj Malla Thakuri,Male,Independent,,3492,
2,S2DHA1,2,Dhanusha,1,Anand Prasad Dhungana,Male,Nepali Congress,Democratic Alliance,15679,
2,S2DHA1,2,Dhanusha,1,Dev Narayan Mahato,Male,Independent,,222,
2,S2DHA1,2,Dhanusha,1,Devendra Kumar Yadav,Male,Independent,,94,
2,S2DHA1,2,Dhanusha,1,Parshuram Sah,Male,Independent,,121,
2,S2DHA1,2,Dhanusha,1,Arun Kumar Yadav,Male,Independent,,43,
2,S2DHA1,2,Dhanusha,1,Pradip Sah Teli,Male,Independent,,251,
2,S2DHA2,2,Dhanusha,2,Rita Devi Thakur,Female,Independent,,42,
2,S2DHA2,2,Dhanusha,2,Ramkrishna Yadav,Male,Nepali Congress,Democratic Alliance,15442,
2,S2DHA2,2,Dhanusha,2,Ram Hriday Sah,Male,Independent,,56,
2,S2DHA2,2,Dhanusha,2,Dipendra Morbaita,Male,Independent,,73,
2,S2DHA2,2,Dhanusha,2,Methla Raut Gwar,Male,Independent,,98,
2,S2DHA2,2,Dhanusha,2,Ramchandra Jha,Male,Maoist Centre,Left Alliance,18715,
2,S2DHA2,2,Dhanusha,2,Shri Narayan Paswan,Male,Bahujan Shakti Party,,155,
2,S2DHA2,2,Dhanusha,2,Kiran Kumar Mandal,Male,Naya Shakti Party,,307,
2,S2DHA2,2,Dhanusha,2,Jit Narayan Jha,Male,Independent,,216,
2,S2DHA2,2,Dhanusha,2,Ram Ashish Yadav,Male,Unified RPP (Nationalist),,666,
2,S2DHA2,2,Dhanusha,2,Umashankar Argariya,Male,Sanghiya Samajwadi Forum,,32044,1
2,S2DHA2,2,Dhanusha,2,Phuleswar Yadav,Male,Independent,,209,
2,S2DHA3,2,Dhanusha,3,Surya Nath Yadav,Male,Independent,,9,
2,S2DHA3,2,Dhanusha,3,Ram Balak Mishra,Male,Independent,,3,
2,S2DHA3,2,Dhanusha,3,Nanad Lal Sah Sudi,Male,Independent,,5,
2,S2DHA3,2,Dhanusha,3,Raj Kumar Das,Male,Independent,,4,
2,S2DHA3,2,Dhanusha,3,Kamal Kanta Jha,Male,Independent,,31,
2,S2DHA3,2,Dhanusha,3,Suraj Kumar Mandal,Male,Independent,,2,
2,S2DHA3,2,Dhanusha,3,Santosh Kumar Chaudhary,Male,Independent,,2,
2,S2DHA3,2,Dhanusha,3,Arun Kumar Yadav,Male,Independent,,17,
2,S2DHA3,2,Dhanusha,3,Minu Jha,Male,Independent,,3,
2,S2DHA3,2,Dhanusha,3,Sanjay Prasad Yadav,Male,Independent,,6,
2,S2DHA3,2,Dhanusha,3,Nilam Sah,Female,Independent,,6,
2,S2DHA3,2,Dhanusha,3,Bhogedra Sah Teli,Male,Independent,,14,
2,S2DHA3,2,Dhanusha,3,Satrughan Mahato,Male,Independent,,3,
2,S2DHA3,2,Dhanusha,3,Ram Singh Yadav,Male,Maoist Centre,Left Alliance,2346,
2,S2DHA3,2,Dhanusha,3,Bhola Das Tatma,Male,Independent,,9,
2,S2DHA3,2,Dhanusha,3,Hussain Kawari,Male,RPP,,93,
2,S2DHA3,2,Dhanusha,3,Asharfi Jha,Male,Unified RPP (Nationalist),,325,
2,S2DHA3,2,Dhanusha,3,Direndra Jha,Male,CPN-ML,,345,
2,S2DHA3,2,Dhanusha,3,Birendra Kumar Mishra,Male,Independent,,4,
2,S2DHA3,2,Dhanusha,3,Ganesh Jha,Male,Rastriya Mukti Aandolan,,157,
2,S2DHA3,2,Dhanusha,3,Upendra Mandal,Male,Independent,,195,
2,S2DHA3,2,Dhanusha,3,Nageshwar Sah,Male,Independent,,4,
2,S2DHA3,2,Dhanusha,3,Ram Preet Mandal Dhanuk,Male,Rastriya Janamukti Party,,33,
2,S2DHA3,2,Dhanusha,3,Raman Kumar Singh,Male,Independent,,0,
2,S2DHA3,2,Dhanusha,3,Rajendra Mahato,Male,RJP-N,,30750,1
2,S2DHA3,2,Dhanusha,3,Tej Narayan Yadav,Male,Independent,,12,
2,S2DHA3,2,Dhanusha,3,Bimalendra Nidhi,Male,Nepali Congress,Democratic Alliance,27847,
2,S2DHA3,2,Dhanusha,3,Laxmeshwar Sah,Male,Independent,,18,
2,S2DHA4,2,Dhanusha,4,Mahajan Yadav,Male,Sanghiya Samajwadi Forum,,19662,
2,S2DHA4,2,Dhanusha,4,Suresh Sah,Male,Rastriya Janamukti Party,,31,
2,S2DHA4,2,Dhanusha,4,Krishna Chandra Prasad Sah,Male,Independent,,98,
2,S2DHA4,2,Dhanusha,4,Ram Nandan Yadav,Male,Independent,,43,
2,S2DHA4,2,Dhanusha,4,Raj Kumar Yadav,Male,Independent,,37,
2,S2DHA4,2,Dhanusha,4,Jivach Roshan,Male,Independent,,18,
2,S2DHA4,2,Dhanusha,4,Dinesh Kumar Yadav,Male,Independent,,21,
2,S2DHA4,2,Dhanusha,4,Manoj Kumar Sah,Male,Independent,,101,
2,S2DHA4,2,Dhanusha,4,Wakil Kumar Thakur,Male,Independent,,18,
2,S2DHA4,2,Dhanusha,4,Brahmadev Yadav,Male,Independent,,37,
2,S2DHA4,2,Dhanusha,4,Raghubir Mahaseth,Male,CPN-UML,Left Alliance,22532,1
2,S2DHA4,2,Dhanusha,4,Chandrakishor Sah,Male,Independent,,21,
2,S2DHA4,2,Dhanusha,4,Binod Kumar Yadav,Male,Independent,,26,
2,S2DHA4,2,Dhanusha,4,Ram Kumar Mahato Koiri,Male,Independent,,37,
2,S2DHA4,2,Dhanusha,4,Sanjib Kumar Sah Kalwar,Male,Independent,,23,
2,S2DHA4,2,Dhanusha,4,Sunil Das Kathabaniya,Male,Independent,,11,
2,S2DHA4,2,Dhanusha,4,Mahendra Yadav,Male,Nepali Congress,Democratic Alliance,19991,
2,S2DHA4,2,Dhanusha,4,Satya Narayan Singh,Male,Nepal Sanghiya Samajwadi Party,,106,
2,S2DHA4,2,Dhanusha,4,Kathi Mahato,Male,Deshbhakta Loktantrik Party,,284,
2,S2DHA4,2,Dhanusha,4,Kosila Devi Tatma,Male,CPN-ML,,152,
2,S2DHA4,2,Dhanusha,4,Ram Pukar Mahato,Male,Independent,,22,
2,S2DHA4,2,Dhanusha,4,Sakal Kishor Panjiyar,Male,Independent,,21,
2,S2DHA4,2,Dhanusha,4,Pramod Kumar Sah Wyahut Sudi,Male,Independent,,54,
2,S2DHA4,2,Dhanusha,4,Ram Manorath Mandal,Male,Independent,,42,
2,S2DHA4,2,Dhanusha,4,Chandra Mohan Yadav,Male,Independent,,68,
2,S2MAH1,2,Mahottari,1,Vaidhya Nath Bharati,Male,Independent,,36,
2,S2MAH1,2,Mahottari,1,Jogindra Sah Suri,Male,Naya Shakti Party,,159,
2,S2MAH1,2,Mahottari,1,Giriraj Mani Pokhrel,Male,Maoist Centre,Left Alliance,23776,1
2,S2MAH1,2,Mahottari,1,Ram Kumari Devi Koiri,Female,Independent,,78,
2,S2MAH1,2,Mahottari,1,Hom Mani Adhikari,Male,Independent,,35,
2,S2MAH1,2,Mahottari,1,Lok Dwaj Basnet,Male,Yuwa Nepal Party,,111,
2,S2MAH1,2,Mahottari,1,Ram Ekwal Rae,Male,Independent,,107,
2,S2MAH1,2,Mahottari,1,Rampunit Thakur Lohar,Male,Unified RPP (Nationalist),,245,
2,S2MAH1,2,Mahottari,1,Sitaram Bhandari,Male,Nepali Congress,Democratic Alliance,9475,
2,S2MAH1,2,Mahottari,1,Ganesh Bahadur Ale,Male,Rastriya Janamukti Party,,239,
2,S2MAH1,2,Mahottari,1,Laxmi Mahato,Male,Sanghiya Samajwadi Forum,,19492,
2,S2MAH1,2,Mahottari,1,Ramchandra Mahato,Male,Independent,,41,
2,S2MAH2,2,Mahottari,2,Sunil Kumar Sah,Male,Independent,,22,
2,S2MAH2,2,Mahottari,2,Sogaarath Yadav,Male,Independent,,5,
2,S2MAH2,2,Mahottari,2,Mukesh Kumar Thakur,Male,Yuwa Nepal Party,,26,
2,S2MAH2,2,Mahottari,2,Yogendra Prasad Yadav,Male,Independent,,15,
2,S2MAH2,2,Mahottari,2,Dipak Kumar Lab Kayastha,Male,CPN-ML,,585,
2,S2MAH2,2,Mahottari,2,Ram Ispar Yadav,Male,Nepali Janata Dal,,364,
2,S2MAH2,2,Mahottari,2,Ramratan Yadav,Male,Independent,,11,
2,S2MAH2,2,Mahottari,2,Shiva Sadha,Male,Naya Shakti Party,,134,
2,S2MAH2,2,Mahottari,2,Mukesh Kumar Karna,Male,Independent,,8,
2,S2MAH2,2,Mahottari,2,Pashupati Chaudhary,Male,Independent,,13,
2,S2MAH2,2,Mahottari,2,Kasim Nadaf,Male,Maoist Centre,Left Alliance,3732,
2,S2MAH2,2,Mahottari,2,Prabin Kumar Labh,Male,Independent,,65,
2,S2MAH2,2,Mahottari,2,Sarat Singh Bhandari,Male,RJP-N,,30722,1
2,S2MAH2,2,Mahottari,2,Bam Shanker Prasad Singh,Male,Independent,,7,
2,S2MAH2,2,Mahottari,2,Ram Babu Yadav,Male,Unified RPP (Nationalist),,410,
2,S2MAH2,2,Mahottari,2,Kiran Yadav,Male,Nepali Congress,Democratic Alliance,13974,
2,S2MAH2,2,Mahottari,2,Raj Kishor Yadav,Male,Independent,,24,
2,S2MAH2,2,Mahottari,2,Ram Binay Yadav,Male,Bibeksheel Sajha Party,,54,
2,S2MAH3,2,Mahottari,3,Chandeshwar Jha,Male,Independent,,4020,
2,S2MAH3,2,Mahottari,3,Ganesh Prasad Sah Sudi,Male,Independent,,32,
2,S2MAH3,2,Mahottari,3,Ram Ikwal Mandal,Male,Rastriya Janamukti Party,,337,
2,S2MAH3,2,Mahottari,3,Prem Kumar Chaudhary,Male,Independent,,73,
2,S2MAH3,2,Mahottari,3,Mahendra Mukhiya,Male,Independent,,187,
2,S2MAH3,2,Mahottari,3,Rajiv Kumar Mishra,Male,Independent,,26,
2,S2MAH3,2,Mahottari,3,Sikindra Mandal,Male,Independent,,156,
2,S2MAH3,2,Mahottari,3,Yusuf Safi,Male,Nepal Sanghiya Samajwadi Party,,1241,
2,S2MAH3,2,Mahottari,3,Bijay Kumar Chaudhary,Male,Independent,,9,
2,S2MAH3,2,Mahottari,3,Satrughan Mahato,Male,Independent,,36,
2,S2MAH3,2,Mahottari,3,Ramesh Paswan,Male,Independent,,31,
2,S2MAH3,2,Mahottari,3,Shiva Kumar Chaudhary,Male,Independent,,58,
2,S2MAH3,2,Mahottari,3,Jogindra Mahato,Male,Bahujan Shakti Party,,1884,
2,S2MAH3,2,Mahottari,3,Ravi Kumar Jha,Male,Independent,,21,
2,S2MAH3,2,Mahottari,3,Ravishanker Prasad,Male,Independent,,21,
2,S2MAH3,2,Mahottari,3,Rama Mahato,Male,Independent,,39,
2,S2MAH3,2,Mahottari,3,Mahantha Thakur,Male,RJP-N,,26845,1
2,S2MAH3,2,Mahottari,3,Bijay Kumar Chaudhary,Male,CPN-UML,Left Alliance,8676,
2,S2MAH3,2,Mahottari,3,Shubha Narayan Mandal,Male,CPN-ML,,991,
2,S2MAH3,2,Mahottari,3,Mohan Mandal,Male,Deshbhakta Janaganatantrik Morcha,,289,
2,S2MAH4,2,Mahottari,4,Sanjay Kumar Sah,Male,Naya Shakti Party,,1093,
2,S2MAH4,2,Mahottari,4,Ram Dayal Sah,Male,CPN-ML,,899,
2,S2MAH4,2,Mahottari,4,Bijayendra Kumar Yadav,Male,Independent,,33,
2,S2MAH4,2,Mahottari,4,Bikau Thakur Lohar,Male,Unified RPP (Nationalist),,121,
2,S2MAH4,2,Mahottari,4,Sanjay Mandal,Male,Rastriya Janamukti Party,,312,
2,S2MAH4,2,Mahottari,4,Mahendra Kumar Rae,Male,Nepali Congress,Democratic Alliance,13025,
2,S2MAH4,2,Mahottari,4,Umesh Kumar Das,Male,Independent,,60,
2,S2MAH4,2,Mahottari,4,Mo. Samiullah,Male,Independent,,71,
2,S2MAH4,2,Mahottari,4,Ram Shobhit Sada,Male,Bahujan Samaj Party,,209,
2,S2MAH4,2,Mahottari,4,Ram Bali Mandal,Male,Independent,,289,
2,S2MAH4,2,Mahottari,4,Mo. Rafi Haider,Male,Independent,,46,
2,S2MAH4,2,Mahottari,4,Dharmendra Kumar Yadav,Male,Independent,,22,
2,S2MAH4,2,Mahottari,4,Deep Narayan Mandal,Male,Independent,,32,
2,S2MAH4,2,Mahottari,4,Devendra Kumar Yadav,Male,Independent,,1647,
2,S2MAH4,2,Mahottari,4,Birendra Kumar Yadav,Male,Deshbhakta Janaganatantrik Morcha,,478,
2,S2MAH4,2,Mahottari,4,Surendra Kumar Yadav,Male,Sanghiya Samajwadi Forum,,18353,1
2,S2MAH4,2,Mahottari,4,Mo. Raji Haider,Male,Maoist Centre,Left Alliance,12945,
2,S2MAH4,2,Mahottari,4,Biswanath Sah,Male,Independent,,147,
2,S2MAH4,2,Mahottari,4,Bishwendra Paswan,Male,Bahujan Shakti Party,,800,
2,S2SAR1,2,Sarlahi,1,Bhendra Bahadur Mainali,Male,Independent,,42,
2,S2SAR1,2,Sarlahi,1,Punit Lal Mandal,Male,Independent,,123,
2,S2SAR1,2,Sarlahi,1,Santosh Gautam,Male,Nepal Majdur Kishan Party,,114,
2,S2SAR1,2,Sarlahi,1,Dhurva Prasad Gautam,Male,CPN-UML,Left Alliance,21465,
2,S2SAR1,2,Sarlahi,1,Shanker Prasad Chaudhary,Male,Naya Shakti Party,,457,
2,S2SAR1,2,Sarlahi,1,Dharmraj Dahal,Male,Deshbhakta Janaganatantrik Morcha,,213,
2,S2SAR1,2,Sarlahi,1,Bhisma Kumar Rai Yadav,Male,Unified RPP (Nationalist),,285,
2,S2SAR1,2,Sarlahi,1,Sambhu Lal Shrestha,Male,Nepali Congress,Democratic Alliance,20075,
2,S2SAR1,2,Sarlahi,1,Bijay Kumar Sah,Male,Independent,,28,
2,S2SAR1,2,Sarlahi,1,Rita Kumari Ghising,Female,Independent,,14,
2,S2SAR1,2,Sarlahi,1,Pramod Sah,Male,RJP-N,,22036,1
2,S2SAR1,2,Sarlahi,1,Madhav Prasad Adhikari,Male,Independent,,16,
2,S2SAR1,2,Sarlahi,1,Dev Narayan Mahato,Male,"Dalit, Muslim Janashakti Party",,28,
2,S2SAR1,2,Sarlahi,1,Shivendra K.C.,Male,Independent,,236,
2,S2SAR1,2,Sarlahi,1,Nandi Kishor Khadka,Male,Independent,,33,
2,S2SAR1,2,Sarlahi,1,Mo. Ashfak Ansari,Male,Independent,,47,
2,S2SAR2,2,Sarlahi,2,Sheikh Maksud,Male,Independent,,3,
2,S2SAR2,2,Sarlahi,2,Jawahar Lal Rae,Male,Independent,,93,
2,S2SAR2,2,Sarlahi,2,Shesh Homaidur Rahman,Male,Independent,,3,
2,S2SAR2,2,Sarlahi,2,Ejaul Miya Mukeri,Male,Independent,,13,
2,S2SAR2,2,Sarlahi,2,Sitaram Sah Teli,Male,Nepal Sanghiya Samajwadi Party,,221,
2,S2SAR2,2,Sarlahi,2,Jayprakash Narayan Singh Yadav ,Male,Independent,,122,
2,S2SAR2,2,Sarlahi,2,Renu Sharma,Female,Rastriya Janamukti Party,,20,
2,S2SAR2,2,Sarlahi,2,Sukmari Devi,Female,Unified RPP (Nationalist),,420,
2,S2SAR2,2,Sarlahi,2,Ram Biswash Rae,Male,Independent,,3,
2,S2SAR2,2,Sarlahi,2,Dinesh Rae,Male,Independent,,10,
2,S2SAR2,2,Sarlahi,2,Birendra Kumar Singh,Male,Independent,,22,
2,S2SAR2,2,Sarlahi,2,Ramchandra Bhagat (Bhandari),Male,Independent,,21,
2,S2SAR2,2,Sarlahi,2,Navihasan Miya Mukeri,Male,Rastriya Janamorcha,,100,
2,S2SAR2,2,Sarlahi,2,Raj Kumar Pandit,Male,Independent,,144,
2,S2SAR2,2,Sarlahi,2,Mira (Bindra) Devi Jha ,Female,Nepali Janata Dal,,156,
2,S2SAR2,2,Sarlahi,2,Bijay Kumar Karna,Male,Independent,,4,
2,S2SAR2,2,Sarlahi,2,Pushpa Ranjitkar,Male,Naya Shakti Party,,1449,
2,S2SAR2,2,Sarlahi,2,Sunil Chaudhary Kalwar,Male,Independent,,10,
2,S2SAR2,2,Sarlahi,2,Mahendra Rae Yadav,Male,RJP-N,,29191,1
2,S2SAR2,2,Sarlahi,2,Raghu Nath Rae,Male,Independent,,29,
2,S2SAR2,2,Sarlahi,2,Jangilal Rae,Male,Nepali Congress,Democratic Alliance,18976,
2,S2SAR2,2,Sarlahi,2,Rajendra Rae Yadav,Male,Independent,,19,
2,S2SAR2,2,Sarlahi,2,Suresh Sah Kanu,Male,Deshbhakta Janaganatantrik Morcha,,204,
2,S2SAR2,2,Sarlahi,2,Dinesh Rae,Male,Maoist Centre,Left Alliance,8037,
2,S2SAR3,2,Sarlahi,3,Suresh Yonjan,Male,Liberal Democratic Party,,81,
2,S2SAR3,2,Sarlahi,3,Bidur Prasad Kharel,Male,Deshbhakta Janaganatantrik Morcha,,1036,
2,S2SAR3,2,Sarlahi,3,Dilip Kumar Mahato,Male,Independent,,128,
2,S2SAR3,2,Sarlahi,3,Sunita Kumari,Female,Independent,,37,
