Phase,Code,Province,District,National_Constituency,Province_Constituency,Contestant,Gender,Party,Votes,Won
2,S3KAT51,3,Kathmandu,5,A,Ramhari Adhikari,Male,Bibeksheel Sajha Party,4021,
2,S3KAT51,3,Kathmandu,5,A,Narman Maharjan,Male,Nepal Majdur Kishan Party,137,
2,S3KAT51,3,Kathmandu,5,A,Ram Raj Khakurel,Male,Independent,2,
2,S3KAT51,3,Kathmandu,5,A,Gyanendra Prajapati,Male,Deshbhakta Janaganatantrik Morcha,77,
2,S3KAT51,3,Kathmandu,5,A,Rama Paudiyaal Gauragai,Female,Nepali Congress,4309,
2,S3KAT51,3,Kathmandu,5,A,Shankar Bahadur Limbu,Male,Sanghiya Samajwadi Forum,108,
2,S3KAT51,3,Kathmandu,5,A,Sumana Bhattarai,Female,Independent,4,
2,S3KAT51,3,Kathmandu,5,A,Rahar Bahadur Khadka,Male,Naya Shakti Party,190,
2,S3KAT51,3,Kathmandu,5,A,Narayan Bahadur Silwal,Male,CPN-UML,7790,1
2,S3KAT51,3,Kathmandu,5,A,Ram Mohan Risal,Male,CPN-ML,116,
2,S3KAT52,3,Kathmandu,5,B,Ashok Naupane,Male,Nepali Congress (B.P.),28,
2,S3KAT52,3,Kathmandu,5,B,Hari Krishna Shrestha,Male,Bibeksheel Sajha Party,3432,
2,S3KAT52,3,Kathmandu,5,B,Nani Maya Shrestha,Female,Independent,0,
2,S3KAT52,3,Kathmandu,5,B,Ramesh Kumar Khadka,Male,Nepali Congress,9524,
2,S3KAT52,3,Kathmandu,5,B,Ramesh Dangaul,Male,Nepal Majdur Kishan Party,663,
2,S3KAT52,3,Kathmandu,5,B,Suwas Bahadur Thakuri,Male,Unified RPP (Nationalist),176,
2,S3KAT52,3,Kathmandu,5,B,Bal Dev Khadka,Male,Naya Shakti Party,238,
2,S3KAT52,3,Kathmandu,5,B,Ram Saran Giri,Male,Deshbhakta Janaganatantrik Morcha,68,
2,S3KAT52,3,Kathmandu,5,B,Sabina Khadgi (Dangaul),Female,Independent,7,
2,S3KAT52,3,Kathmandu,5,B,Bhagwati Thpaliya (Shrestha),Female,Independent,18,
2,S3KAT52,3,Kathmandu,5,B,Bimala Naupane,Female,Independent,9,
2,S3KAT52,3,Kathmandu,5,B,Dipak Niraula,Male,CPN-UML,13879,1
2,S3KAT52,3,Kathmandu,5,B,Bhimlal Naupane,Male,Rastriya Janamorcha,82,
2,S3KAT52,3,Kathmandu,5,B,Rupa Thakuri,Female,Independent,2,
2,S3KAT52,3,Kathmandu,5,B,Archana Suwal,Female,Independent,9,
2,S3KAT61,3,Kathmandu,6,A,Bhgawat Narshing Pradhan,Male,Deshbhakta Janaganatantrik Morcha,189,
2,S3KAT61,3,Kathmandu,6,A,Nahuchhe Narayan Manandhar,Male,Nepali Congress,5149,
2,S3KAT61,3,Kathmandu,6,A,Mohan Bahadur Maharjan,Male,Sanghiya Samajwadi Forum,158,
2,S3KAT61,3,Kathmandu,6,A,Kutraj Adhikari,Male,Naya Shakti Party,151,
2,S3KAT61,3,Kathmandu,6,A,Bimala Devi Adhikari Ghimire,Female,Bibeksheel Sajha Party,2301,
2,S3KAT61,3,Kathmandu,6,A,Basanti Gurung,Female,CPN-ML,156,
2,S3KAT61,3,Kathmandu,6,A,Asta Narayan Maharjan,Male,Unified RPP (Nationalist),182,
2,S3KAT61,3,Kathmandu,6,A,Keshav Sthapit,Male,CPN-UML,8022,1
2,S3KAT61,3,Kathmandu,6,A,Santosh Acharya,Male,Rastriya Janamorcha,26,
2,S3KAT61,3,Kathmandu,6,A,Surendra Maharajn,Male,Nepal Majdur Kishan Party,158,
2,S3KAT62,3,Kathmandu,6,B,Bal Krishna Khadgi,Male,Unified RPP (Nationalist),250,
2,S3KAT62,3,Kathmandu,6,B,Ajit Khadka,Male,Bibeksheel Sajha Party,1354,
2,S3KAT62,3,Kathmandu,6,B,Prameshwar Bhattarai,Male,Independent,3,
2,S3KAT62,3,Kathmandu,6,B,Yogendra Raj Sangraula,Male,CPN-UML,12812,1
2,S3KAT62,3,Kathmandu,6,B,Bishnu Prasad Dhakal,Male,Nepali Congress (B.P.),7914,
2,S3KAT62,3,Kathmandu,6,B,Shyam Kumar Mahrjan,Male,Nepal Majdur Kishan Party,354,
2,S3KAT62,3,Kathmandu,6,B,Radhika Timilsina,Female,Independent,6,
2,S3KAT62,3,Kathmandu,6,B,Bishnu Bhktaa Timilsina,Male,Nepali Congress,7914,
2,S3KAT62,3,Kathmandu,6,B,Man Hari Karki,Male,Naya Shakti Party,280,
2,S3KAT71,3,Kathmandu,7,A,Shyam Krishna Prajapati,Male,Sanghiya Samajwadi Forum,720,
2,S3KAT71,3,Kathmandu,7,A,Mangal Laxmi Raj Lawat,Female,Nepal Majdur Kishan Party,158,
2,S3KAT71,3,Kathmandu,7,A,Bijay Bahadur Mali,Male,Nepali Congress,8766,
2,S3KAT71,3,Kathmandu,7,A,Suresh Raj Baidh,Male,Jana Samajwadi Party,302,
2,S3KAT71,3,Kathmandu,7,A,Ashitosh Malahkar,Male,Unified RPP (Nationalist),159,
2,S3KAT71,3,Kathmandu,7,A,Bikash Ranjit,Male,Bibeksheel Sajha Party,3383,
2,S3KAT71,3,Kathmandu,7,A,Shobha Bajracharyaa,Female,Naya Shakti Party,502,
2,S3KAT71,3,Kathmandu,7,A,Dhan Bahadur Balami,Male,Independent,21,
2,S3KAT71,3,Kathmandu,7,A,Basant Prasad Manandhar,Male,CPN-UML,8800,1
2,S3KAT71,3,Kathmandu,7,A,Bijay Prakash Sainju,Male,Nepa: Rastriya Party,314,
2,S3KAT71,3,Kathmandu,7,A,Saanjey Gurung,Male,Deshbhakta Janaganatantrik Morcha,116,
2,S3KAT72,3,Kathmandu,7,B,Shilu Naupane,Female,Deshbhakta Janaganatantrik Morcha,29,
2,S3KAT72,3,Kathmandu,7,B,Raju Shrestha,Male,CPN-ML,180,
2,S3KAT72,3,Kathmandu,7,B,Dharma Raj Aryal,Male,Nepali Congress,5302,
2,S3KAT72,3,Kathmandu,7,B,Baburam Lama,Male,Sanghiya Samajwadi Forum,183,
2,S3KAT72,3,Kathmandu,7,B,Prem Lama,Male,Bibeksheel Sajha Party,1116,
2,S3KAT72,3,Kathmandu,7,B,Prakash Aryal,Male,Independent,4,
2,S3KAT72,3,Kathmandu,7,B,Bidur Dhamala,Male,Independent,1351,
2,S3KAT72,3,Kathmandu,7,B,Radib Lama,Male,Naya Shakti Party,297,
2,S3KAT72,3,Kathmandu,7,B,Prakash Shrestha,Male,CPN-UML,6022,1
2,S3KAT72,3,Kathmandu,7,B,Dharma Sen Maharjan,Male,Nepal Majdur Kishan Party,18,
2,S3KAT81,3,Kathmandu,8,A,Nahuchhe Shobha Tuladhar,Female,Naya Shakti Party,202,
2,S3KAT81,3,Kathmandu,8,A,Gyanumaya Darai,Female,Nepal Majdur Kishan Party,106,
2,S3KAT81,3,Kathmandu,8,A,Mani Ratan Sakya,Male,Sanghiya Samajwadi Forum,639,
2,S3KAT81,3,Kathmandu,8,A,Maheshwaar Bilash Joshi,Male,Jana Samajwadi Party,245,
2,S3KAT81,3,Kathmandu,8,A,Anil Tuladhar,Male,Bibeksheel Sajha Party,3257,
2,S3KAT81,3,Kathmandu,8,A,Namaste Sayami (Manandhar),Male,Deshbhakta Janaganatantrik Morcha,193,
2,S3KAT81,3,Kathmandu,8,A,Rajylaxmi Shrestha,Female,Nepali Congress,6176,
2,S3KAT81,3,Kathmandu,8,A,Rajesh Sakya,Male,CPN-UML,7780,1
2,S3KAT81,3,Kathmandu,8,A,Ramhari Ranjit,Male,Nepa: Rastriya Party,242,
2,S3KAT81,3,Kathmandu,8,A,Kishor Sahi,Male,Unified RPP (Nationalist),125,
2,S3KAT82,3,Kathmandu,8,B,Dev Ratan Dangaul,Male,Nepali Congress,3669,
2,S3KAT82,3,Kathmandu,8,B,Shyam Krishna Shrestha,Male,Bibeksheel Sajha Party,1273,
2,S3KAT82,3,Kathmandu,8,B,Pratima Sahi,Female,RJP-N,58,
2,S3KAT82,3,Kathmandu,8,B,Rupa Maharjan,Female,Naya Shakti Party,100,
2,S3KAT82,3,Kathmandu,8,B,Keshav Prasad Gautaam,Male,Deshbhakta Janaganatantrik Morcha,52,
2,S3KAT82,3,Kathmandu,8,B,Asta Laxmi Sakya (Bohara),Female,CPN-UML,5169,1
2,S3KAT82,3,Kathmandu,8,B,Balram Khadka,Male,Independent,7,
2,S3KAT82,3,Kathmandu,8,B,Sushma Shrestha (Chhantyal),Female,CPN-ML,122,
2,S3KAT82,3,Kathmandu,8,B,Prakash Rimal,Male,RPP,2621,
2,S3KAT82,3,Kathmandu,8,B,Mangal Ratan Tarmakar,Male,Sanghiya Samajwadi Forum,162,
2,S3KAT82,3,Kathmandu,8,B,Bandana Maharjan,Female,Nepal Majdur Kishan Party,41,
2,S3KAT91,3,Kathmandu,9,A,Purushottam Maharjan,Male,Nepal Majdur Kishan Party,75,
2,S3KAT91,3,Kathmandu,9,A,Manik Maharjan,Male,Independent,11,
2,S3KAT91,3,Kathmandu,9,A,Indraman Tuladhar,Male,Nepali Congress,7193,
2,S3KAT91,3,Kathmandu,9,A,Ashok Chudamani Bajracharya,Male,Independent,22,
2,S3KAT91,3,Kathmandu,9,A,Prabinda Deula (Nepali),Male,Deshbhakta Janaganatantrik Morcha,322,
2,S3KAT91,3,Kathmandu,9,A,Mukunda Sen Singh,Male,Independent,15,
2,S3KAT91,3,Kathmandu,9,A,Chakrapani Neupane,Male,Bibeksheel Sajha Party,3369,
2,S3KAT91,3,Kathmandu,9,A,Rakesh Man Maskey,Male,Naya Shakti Party,218,
2,S3KAT91,3,Kathmandu,9,A,Sushma Sikhrakar,Female,Sanghiya Samajwadi Forum,309,
2,S3KAT91,3,Kathmandu,9,A,Ajay Kranti Shakya,Male,CPN-UML,9531,1
2,S3KAT91,3,Kathmandu,9,A,Shanta Maharjan,Male,RJP-N,109,
2,S3KAT91,3,Kathmandu,9,A,Gopi Krishna Thapa,Male,RPP (Democratic),180,
2,S3KAT91,3,Kathmandu,9,A,Gyaneshwar Upadhyay,Male,Unified RPP (Nationalist),117,
2,S3KAT91,3,Kathmandu,9,A,Hira Babu Maharjan,Male,Nepali Congress (B.P.),116,
2,S3KAT92,3,Kathmandu,9,B,Guna Das Maharjan,Male,Nepal Majdur Kishan Party,387,
2,S3KAT92,3,Kathmandu,9,B,Bhai Ram Shrestha,Male,Sanghiya Samajwadi Forum,61,
2,S3KAT92,3,Kathmandu,9,B,Sundar Adhikari,Male,Independent,4,
2,S3KAT92,3,Kathmandu,9,B,Dharma Raj Gautam,Male,Nepali Congress,9110,
2,S3KAT92,3,Kathmandu,9,B,Rameshwar Neupane,Male,Independent,8,
2,S3KAT92,3,Kathmandu,9,B,Surendra Bahadur Rana Bhat,Male,Bibeksheel Sajha Party,1384,
2,S3KAT92,3,Kathmandu,9,B,Raj Bhai Maharjan,Male,Independent,3,
2,S3KAT92,3,Kathmandu,9,B,Narayan Sharma,Male,RPP (Democratic),142,
2,S3KAT92,3,Kathmandu,9,B,Raju Maharjan,Male,Naya Shakti Party,130,
2,S3KAT92,3,Kathmandu,9,B,Keshav Prasad Pokharel,Male,CPN-UML,12156,1
2,S3KAT92,3,Kathmandu,9,B,Sudan Karki,Male,Unified RPP (Nationalist),85,
2,S3KAT92,3,Kathmandu,9,B,Bishnu Kumar Karki,Male,Deshbhakta Janaganatantrik Morcha,214,
2,S3KAT101,3,Kathmandu,10,A,Laxmi Paudel,Female,Unified RPP (Nationalist),113,
2,S3KAT101,3,Kathmandu,10,A,Narayan Maharjan,Male,Nepal Majdur Kishan Party,320,
2,S3KAT101,3,Kathmandu,10,A,Shyam Kumar Adhikari,Male,Jana Samajwadi Party,2193,
2,S3KAT101,3,Kathmandu,10,A,Rajesh Tamang,Male,Independent,48,
2,S3KAT101,3,Kathmandu,10,A,Arpan Maharjan,Male,Independent,19,
2,S3KAT101,3,Kathmandu,10,A,Gyan Bahadur Maharjan,Male,Independent,8,
2,S3KAT101,3,Kathmandu,10,A,Dev Bahadur Maharjan,Male,Bibeksheel Sajha Party,1809,
2,S3KAT101,3,Kathmandu,10,A,Ratna Bahadur Maharjan,Male,Deshbhakta Janaganatantrik Morcha,172,
2,S3KAT101,3,Kathmandu,10,A,Kesh Ratna Bajracharya,Male,Naya Shakti Party,1401,
2,S3KAT101,3,Kathmandu,10,A,Dilip Maharjan,Male,Maoist Centre,13717,
2,S3KAT101,3,Kathmandu,10,A,Raju Tamang,Male,RJP-N,83,
2,S3KAT101,3,Kathmandu,10,A,Man Hari Khadka,Male,RPP (Democratic),318,
2,S3KAT101,3,Kathmandu,10,A,Kedar Dulal,Male,Rastriya Janamorcha,91,
2,S3KAT101,3,Kathmandu,10,A,Pukar  Maharjan,Male,Nepali Congress,14729,1
2,S3KAT102,3,Kathmandu,10,B,Hirakaji Shahi,Male,Nepal Majdur Kishan Party,55,
2,S3KAT102,3,Kathmandu,10,B,Raj Kumar KC,Male,RPP (Democratic),120,
2,S3KAT102,3,Kathmandu,10,B,Balram Karki,Male,Nepali Congress (B.P.),87,
2,S3KAT102,3,Kathmandu,10,B,Suresh Lama Tamang,Male,Deshbhakta Janaganatantrik Morcha,113,
2,S3KAT102,3,Kathmandu,10,B,Suman Sigdel,Male,Independent,6,
2,S3KAT102,3,Kathmandu,10,B,Krishna Mijar,Male,Unified RPP (Nationalist),44,
2,S3KAT102,3,Kathmandu,10,B,Bishnu Bhakta Gopali,Male,Nepa: Rastriya Party,101,
2,S3KAT102,3,Kathmandu,10,B,Dev Kumar Maharjan,Male,Sanghiya Samajwadi Forum,74,
2,S3KAT102,3,Kathmandu,10,B,Dharma Nandan Shrestha,Male,Nepali Congress,7017,
2,S3KAT102,3,Kathmandu,10,B,Hom Prasad Rijal,Male,Naya Shakti Party,85,
2,S3KAT102,3,Kathmandu,10,B,Rama Aale Magar,Female,CPN-UML,9903,1
2,S3KAT102,3,Kathmandu,10,B,Ghan Shyam Shrestha,Male,CPN-ML,358,
2,S3KAT102,3,Kathmandu,10,B,Man Hari Balami,Male,Rastriya Janamorcha,35,
2,S3KAT102,3,Kathmandu,10,B,Alisha Maharjan,Female,Bibeksheel Sajha Party,506,
2,S3BHA11,3,Bhaktapur,1,A,Kali Charan Karki,Male,Bibeksheel Sajha Party,783,
2,S3BHA11,3,Bhaktapur,1,A,Rajendra Timilsina,Male,Independent,9,
2,S3BHA11,3,Bhaktapur,1,A,Mukund Karki,Male,RPP,485,
2,S3BHA11,3,Bhaktapur,1,A,Niraj Lawaju,Male,Nepal Majdur Kishan Party,7019,
2,S3BHA11,3,Bhaktapur,1,A,Jivan Khatri,Male,Nepali Congress,9977,
2,S3BHA11,3,Bhaktapur,1,A,Hari Saran Lamichhani,Male,CPN-UML,12789,1
2,S3BHA11,3,Bhaktapur,1,A,Shyam Krishna Awal,Male,Independent,8,
2,S3BHA11,3,Bhaktapur,1,A,Shankar Prasad Gautam,Male,Nepali Congress (B.P.),21,
2,S3BHA11,3,Bhaktapur,1,A,Sanu Prasad Ban,Male,Naya Shakti Party,78,
2,S3BHA11,3,Bhaktapur,1,A,Laxman Timilsina,Male,Independent,10,
2,S3BHA11,3,Bhaktapur,1,A,Debi Prasad Dhakal,Male,Maoist Centre,784,
2,S3BHA12,3,Bhaktapur,1,B,Shivram Awal,Male,Independent,121,
2,S3BHA12,3,Bhaktapur,1,B,Kusma Pradhan (Shrestha),Female,Sanghiya Samajwadi Forum,223,
2,S3BHA12,3,Bhaktapur,1,B,Bishnu Prasad Twanabasu,Male,RPP,429,
2,S3BHA12,3,Bhaktapur,1,B,Balram Sibanjar,Male,Independent,60,
2,S3BHA12,3,Bhaktapur,1,B,Roman Shilakar,Male,Maoist Centre,8063,
2,S3BHA12,3,Bhaktapur,1,B,Surendra Raj Gosai,Male,Nepal Majdur Kishan Party,23885,1
2,S3BHA12,3,Bhaktapur,1,B,Raj Kumar Lohala,Male,Deshbhakta Janaganatantrik Morcha,142,
2,S3BHA12,3,Bhaktapur,1,B,Rajaram Dhukuchu,Male,Naya Shakti Party,180,
2,S3BHA12,3,Bhaktapur,1,B,Krishna Gobinda Suwal,Male,Independent,27,
2,S3BHA12,3,Bhaktapur,1,B,Anil Bhuju,Male,Nepali Congress,5447,
2,S3BHA21,3,Bhaktapur,2,A,Ramesh Rai,Male,Bibeksheel Sajha Party,1081,
2,S3BHA21,3,Bhaktapur,2,A,Balram Khatri,Male,CPN-ML,224,
2,S3BHA21,3,Bhaktapur,2,A,Jagdish Basnet,Male,Independent,4,
2,S3BHA21,3,Bhaktapur,2,A,Dol Bahadur Karki,Male,RPP,499,
2,S3BHA21,3,Bhaktapur,2,A,Saroj Raj Gosai,Male,Nepal Majdur Kishan Party,2654,
2,S3BHA21,3,Bhaktapur,2,A,Rajendra Bakhunchhe,Male,Independent,9,
2,S3BHA21,3,Bhaktapur,2,A,Durga Khatri,Female,Unified RPP (Nationalist),90,
2,S3BHA21,3,Bhaktapur,2,A,Shashi Jung Thaapa,Male,CPN-UML,19515,1
2,S3BHA21,3,Bhaktapur,2,A,Mukunda Pokharel,Male,Naya Shakti Party,133,
2,S3BHA21,3,Bhaktapur,2,A,Agat Khadka,Male,Nepali Congress,9115,
2,S3BHA22,3,Bhaktapur,2,B,Krishna Bahadur Ghaju,Male,Sanghiya Samajwadi Forum,406,
2,S3BHA22,3,Bhaktapur,2,B,Dhan Kumari Pariyar,Female,Nepal Dalit Party,15,
2,S3BHA22,3,Bhaktapur,2,B,Ramesh Baidhya,Male,Independent,6,
2,S3BHA22,3,Bhaktapur,2,B,Ramesh Rajbahak,Male,RPP,250,
2,S3BHA22,3,Bhaktapur,2,B,Prem Jan Thapa Shrestha,Male,Nepal Majdur Kishan Party,2355,
2,S3BHA22,3,Bhaktapur,2,B,Ram Bhakta Bade,Male,Bibeksheel Sajha Party,1088,
2,S3BHA22,3,Bhaktapur,2,B,Rajendra Man Shrestha,Male,CPN-UML,14229,1
2,S3BHA22,3,Bhaktapur,2,B,Purna Chandra Shrestha,Male,Naya Shakti Party,77,
2,S3BHA22,3,Bhaktapur,2,B,Sujita Kayastha,Female,Independent,7,
2,S3BHA22,3,Bhaktapur,2,B,Rajiv Bohara,Male,Deshbhakta Janaganatantrik Morcha,35,
2,S3BHA22,3,Bhaktapur,2,B,Ganesh Man Chakradhar,Male,Nepali Congress,11538,
2,S3LAL11,3,Lalitpur,1,A,Rishi Ram Ghimire,Male,Nepali Congress,10591,
2,S3LAL11,3,Lalitpur,1,A,Romas Shrestha,Male,Deshbhakta Janaganatantrik Morcha,167,
2,S3LAL11,3,Lalitpur,1,A,Jayram Khadka,Male,Unified RPP (Nationalist),257,
2,S3LAL11,3,Lalitpur,1,A,Ram Bahadur Syangtamang,Male,Sanghiya Samajwadi Forum,51,
2,S3LAL11,3,Lalitpur,1,A,Kumar Bramu,Male,Independent,11,
2,S3LAL11,3,Lalitpur,1,A,Pradip Sijapati,Male,Independent,11,
2,S3LAL11,3,Lalitpur,1,A,Madhusudan Dahal,Male,RPP,475,
2,S3LAL11,3,Lalitpur,1,A,Lal Kumari Pun,Female,Maoist Centre,13185,1
2,S3LAL12,3,Lalitpur,1,B,Rohit Shrestha,Male,Independent,3,
2,S3LAL12,3,Lalitpur,1,B,Jit Bahadur Nyasur Lama,Male,Liberal Democratic Party,22,
2,S3LAL12,3,Lalitpur,1,B,Min Krishna Maharjan,Male,Nepali Congress,11742,
2,S3LAL12,3,Lalitpur,1,B,Nanda Bahadur Maharjan,Male,Independent,4,
2,S3LAL12,3,Lalitpur,1,B,Nawaraj Timilsina,Male,Independent,10,
2,S3LAL12,3,Lalitpur,1,B,Jagdishwor Maharjan,Male,Deshbhakta Janaganatantrik Morcha,45,
2,S3LAL12,3,Lalitpur,1,B,Ashok Kumar K.C,Male,Sanghiya Samajwadi Forum,40,
2,S3LAL12,3,Lalitpur,1,B,Arjun Sanjel,Male,Independent,6,
2,S3LAL12,3,Lalitpur,1,B,Karna Bahadur Ghising (Tamang),Male,Unified RPP (Nationalist),133,
2,S3LAL12,3,Lalitpur,1,B,Chet Nath Sanjel,Male,CPN-UML,12866,1
2,S3LAL12,3,Lalitpur,1,B,Tikaram Maharjan,Male,Nepal Majdur Kishan Party,60,
2,S3LAL12,3,Lalitpur,1,B,Rajan Neupane,Male,Independent,3,
2,S3LAL12,3,Lalitpur,1,B,Nani Kaji Deshar,Male,RJP-N,30,
2,S3LAL21,3,Lalitpur,2,A,Chakra Bahadur Maharjan,Male,Naya Shakti Party,897,
2,S3LAL21,3,Lalitpur,2,A,Pawan Bikram Thapa,Male,Nepali Congress,8145,
2,S3LAL21,3,Lalitpur,2,A,Toran Bahadur Karmacharya,Male,Rastriya Shivasena Party,35,
2,S3LAL21,3,Lalitpur,2,A,Maite Tamang,Male,Deshbhakta Janaganatantrik Morcha,111,
2,S3LAL21,3,Lalitpur,2,A,Rajendra Man Shrestha,Male,Nepal Majdur Kishan Party,63,
2,S3LAL21,3,Lalitpur,2,A,Suman Khadka,Male,Sanghiya Samajwadi Forum,340,
2,S3LAL21,3,Lalitpur,2,A,Hari Krishna Karki,Male,RPP,668,
2,S3LAL21,3,Lalitpur,2,A,Prabin Maharjan,Male,Bibeksheel Sajha Party,1845,
2,S3LAL21,3,Lalitpur,2,A,Madhav Prasad Paudel,Male,CPN-UML,14534,1
2,S3LAL22,3,Lalitpur,2,B,Durga Man Byanjankar,Male,Churebhawar Loktantrik Party,89,
2,S3LAL22,3,Lalitpur,2,B,Laxmi Kumari Shrestha,Female,Naya Shakti Party,276,
2,S3LAL22,3,Lalitpur,2,B,Mohan Raj Shakya,Male,CPN-ML,245,
2,S3LAL22,3,Lalitpur,2,B,Prem Krishna Maharjan,Male,Nepali Congress,9420,
2,S3LAL22,3,Lalitpur,2,B,Birendra Tamrakar,Male,Nepal Majdur Kishan Party,150,
2,S3LAL22,3,Lalitpur,2,B,Gyanendra Shakya,Male,CPN-UML,12063,1
2,S3LAL22,3,Lalitpur,2,B,Manoj Maharjan,Male,Independent,26,
2,S3LAL22,3,Lalitpur,2,B,Rajiv Maharjan,Male,Independent,16,
2,S3LAL22,3,Lalitpur,2,B,Narayan Dangol,Male,Sanghiya Samajwadi Forum,422,
2,S3LAL22,3,Lalitpur,2,B,Gyan Bahadur Shakya,Male,Bibeksheel Sajha Party,3684,
2,S3LAL22,3,Lalitpur,2,B,Suren Sai,Male,RJP-N,91,
2,S3LAL31,3,Lalitpur,3,A,Binod Maharjan,Male,Naya Shakti Party,782,
2,S3LAL31,3,Lalitpur,3,A,Gyanendra Maharjan,Male,Independent,23,
2,S3LAL31,3,Lalitpur,3,A,Jagdishwor Maharjan,Male,Independent,65,
2,S3LAL31,3,Lalitpur,3,A,Bikram Basnet,Male,Unified RPP (Nationalist),469,
2,S3LAL31,3,Lalitpur,3,A,Nawaraj Mahat,Male,Nepali Congress,10185,
2,S3LAL31,3,Lalitpur,3,A,Nani Shobha Maharjan,Female,Sanghiya Samajwadi Forum,283,
2,S3LAL31,3,Lalitpur,3,A,Sabin Kumar Khadka,Male,RPP,1031,
2,S3LAL31,3,Lalitpur,3,A,Ramesh Kumar Basnet,Male,Bibeksheel Sajha Party,3509,
2,S3LAL31,3,Lalitpur,3,A,Devendra Mali,Male,Nepal Majdur Kishan Party,108,
2,S3LAL31,3,Lalitpur,3,A,Prem Krishna Maharjan,Male,Aamul Paribartan Masiha Party,132,
2,S3LAL31,3,Lalitpur,3,A,Raj Kaji Maharjan,Male,Maoist Centre,14626,1
2,S3LAL32,3,Lalitpur,3,B,Balram Subedi,Male,Rastriya Janamorcha,142,
2,S3LAL32,3,Lalitpur,3,B,Sangha Ratna Bajracharya,Male,CPN-ML,519,
2,S3LAL32,3,Lalitpur,3,B,Shiva Ram Baniya,Male,Nepali Congress,8693,
2,S3LAL32,3,Lalitpur,3,B,Bikash Gurung,Male,Nepal Sanghiya Samajwadi Party,15,
2,S3LAL32,3,Lalitpur,3,B,Rajendra Bista,Male,RPP,527,
2,S3LAL32,3,Lalitpur,3,B,Jiwan Khadka,Male,CPN-UML,11701,1
2,S3LAL32,3,Lalitpur,3,B,Deepa Thapa (Bista),Female,Unified RPP (Nationalist),293,
2,S3LAL32,3,Lalitpur,3,B,Suresh Raj Shakya,Male,Bibeksheel Sajha Party,4268,
2,S3LAL32,3,Lalitpur,3,B,Buddha Shilpakar,Male,Nepal Majdur Kishan Party,57,
2,S3LAL32,3,Lalitpur,3,B,Mod Narayan Mishra,Male,RJP-N,79,
2,S3LAL32,3,Lalitpur,3,B,Ishwor Shrestha,Male,Naya Shakti Party,308,
2,S3LAL32,3,Lalitpur,3,B,Chandra Man Dangol,Male,Sanghiya Samajwadi Forum,435,
2,S3KAV11,3,Kavre,1,A,Rahar Singh Tamang,Male,Sanghiya Samajwadi Forum,192,
2,S3KAV11,3,Kavre,1,A,Man Maan Bal,Male,Naya Shakti Party,166,
2,S3KAV11,3,Kavre,1,A,Yakina Thing,Male,Deshbhakta Janaganatantrik Morcha,391,
2,S3KAV11,3,Kavre,1,A,Bil Bahadur B.K,Male,Nepal Majdur Kishan Party,33,
2,S3KAV11,3,Kavre,1,A,Ratna Prasad Dhakal,Male,Maoist Centre,25206,1
2,S3KAV11,3,Kavre,1,A,Chandra Bahadur Tamang,Male,Nepali Congress,17855,
2,S3KAV11,3,Kavre,1,A,Milan Kumar Gautam,Male,Independent,16,
2,S3KAV12,3,Kavre,1,B,Ganesh Kumar Kapali,Male,CPN-ML,764,
2,S3KAV12,3,Kavre,1,B,Buddha Bahadur Lama,Male,Sanghiya Samajwadi Forum,165,
2,S3KAV12,3,Kavre,1,B,Suresh Prasad Dhital,Male,Independent,52,
2,S3KAV12,3,Kavre,1,B,Kapil Dev Karmacharya,Male,Bibeksheel Sajha Party,558,
2,S3KAV12,3,Kavre,1,B,Ram Kumar Khadka,Male,Naya Shakti Party,53,
2,S3KAV12,3,Kavre,1,B,Ganesh Lama,Male,Nepali Congress,20270,
2,S3KAV12,3,Kavre,1,B,Shobha Bishwakarma,Female,Deshbhakta Janaganatantrik Morcha,83,
2,S3KAV12,3,Kavre,1,B,Kedar Bahadur Kuikel,Male,Nepali Janata Dal,275,
2,S3KAV12,3,Kavre,1,B,Chandra Bahadur Lama,Male,CPN-UML,24447,1
2,S3KAV12,3,Kavre,1,B,Chandika Chhunka,Female,Nepal Majdur Kishan Party,90,
2,S3KAV21,3,Kavre,2,A,Indra Bahadur Lama,Male,Sanghiya Samajwadi Forum,135,
2,S3KAV21,3,Kavre,2,A,Hari Ram Lamsal,Male,Bibeksheel Sajha Party,458,
2,S3KAV21,3,Kavre,2,A,Resham Lal Shrestha,Male,Naya Shakti Party,252,
2,S3KAV21,3,Kavre,2,A,Sundar Mani Acharya,Male,Nepali Congress,16589,
2,S3KAV21,3,Kavre,2,A,Dhan Bahadur Tamang,Male,Nepal Majdur Kishan Party,137,
2,S3KAV21,3,Kavre,2,A,Keshav Prasad Ojha,Male,Deshbhakta Janaganatantrik Morcha,158,
2,S3KAV21,3,Kavre,2,A,Laxman Lamsal,Male,CPN-UML,27621,1
2,S3KAV22,3,Kavre,2,B,Hari Prasad Manandhar,Male,Nepal Majdur Kishan Party,631,
2,S3KAV22,3,Kavre,2,B,Basundhara Humagain,Male,CPN-UML,28677,1
2,S3KAV22,3,Kavre,2,B,Rajendra Khadgi,Male,Sanghiya Samajwadi Forum,85,
2,S3KAV22,3,Kavre,2,B,Bijay Kumar Tamang,Male,Bibeksheel Sajha Party,545,
2,S3KAV22,3,Kavre,2,B,Sabar Kumar Prajapati,Male,RJP-N,129,
2,S3KAV22,3,Kavre,2,B,Pawan Raj Karnajit,Male,Naya Shakti Party,189,
